School DBN,School Name,School District,Residential District,Total Applicants Residential District,True Applicants Residential District,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
02M135,The Urban Assembly Early College High School for Emergency Medicine,2,30,26,2,510,116,122,-2,0.15384615384615385,228
02M419,Landmark High School,2,30,13,1,457,37,100,-2,0.07692307692307693,267
02M605,Humanities Preparatory Academy,2,30,26,2,861,101,75,-2,0.15384615384615385,228
03M291,West End Secondary School,3,30,13,1,1209,392,105,146,0.07692307692307693,267
15K462,John Jay School for Law,15,30,13,1,1012,184,125,-2,0.07692307692307693,267
26Q435,Martin Van Buren High School,26,30,13,1,1084,217,352,273,0.07692307692307693,267
29Q248,Queens Preparatory Academy,29,30,13,1,383,62,100,-2,0.07692307692307693,267
31R080,The Michael J. Petrides School,31,30,65,5,724,274,128,188,0.38461538461538464,170
02M280,Manhattan Early College School for Advertising,2,30,14,1,572,88,112,-2,0.07142857142857142,272
17K751,Academy for Health Careers,17,30,14,1,715,72,108,-2,0.07142857142857142,272
03M415,Wadleigh Secondary School for the Performing & Visual Arts,3,30,15,1,826,130,128,-2,0.06666666666666667,274
03M417,Frank McCourt High School,3,30,15,1,1253,345,120,170,0.06666666666666667,274
14K477,East Williamsburg Scholars Academy,14,30,15,1,650,90,234,-2,0.06666666666666667,274
29Q272,George Washington Carver High School for the Sciences,29,30,15,1,590,92,93,-2,0.06666666666666667,274
27Q400,August Martin High School,27,30,16,1,960,177,250,218,0.0625,278
25Q670,Robert F. Kennedy Community High School,25,30,17,1,1012,254,150,223,0.058823529411764705,279
29Q492,"Mathematics, Science Research and Technology Magnet High School",29,30,17,1,782,146,150,-2,0.058823529411764705,279
32K552,The Academy of Urban Planning and Engineering,32,30,17,1,737,128,113,-2,0.058823529411764705,279
25Q252,"Queens School of Inquiry, The",25,30,18,1,508,161,89,107,0.05555555555555555,282
02M300,"Urban Assembly School of Design and Construction, The",2,30,19,1,346,43,108,-2,0.05263157894736842,283
02M399,The High School For Language And Diplomacy,2,30,19,1,385,36,134,-2,0.05263157894736842,283
02M500,Unity Center for Urban Technologies,2,30,19,1,274,48,95,136,0.05263157894736842,283
02M427,Manhattan Academy For Arts & Language,2,30,21,1,389,72,108,49,0.047619047619047616,286
25Q241,Queens High School for Language Studies,25,30,42,2,371,90,125,76,0.09523809523809523,260
02M305,"Urban Assembly Academy of Government and Law, The",2,30,22,1,573,75,100,-2,0.045454545454545456,287
27Q480,John Adams High School,27,30,22,1,2490,480,636,644,0.045454545454545456,287
02M438,International High School at Union Square,2,30,23,1,501,103,68,75,0.043478260869565216,289
02M615,Chelsea Career and Technical Education High School,2,30,23,1,821,118,152,-2,0.043478260869565216,289
26Q315,Business Technology Early College High School,26,30,24,1,1032,289,180,272,0.041666666666666664,291
25Q281,East-West School of International Studies,25,30,29,1,766,290,89,113,0.034482758620689655,292
28Q167,Metropolitan Expeditionary Learning School,28,30,30,1,1254,467,125,141,0.03333333333333333,293
02M507,Urban Assembly Gateway School for Technology,2,30,31,1,1299,278,108,146,0.03225806451612903,294
03M494,High School of Arts and Technology,3,30,38,1,1037,132,140,-2,0.02631578947368421,295
27Q302,"Queens High School for Information, Research, and Technology",27,30,39,1,671,160,130,177,0.02564102564102564,296
14K478,"The High School for Enterprise, Business and Technology",14,30,44,1,1197,144,249,130,0.022727272727272728,297
01M450,East Side Community School,1,31,1,1,1142,328,95,117,1.0,229
02M135,The Urban Assembly Early College High School for Emergency Medicine,2,31,2,2,510,116,122,-2,2.0,37
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,2,31,2,2,432,88,108,-2,2.0,37
02M288,Food and Finance High School,2,31,2,2,1225,264,150,211,2.0,37
02M300,"Urban Assembly School of Design and Construction, The",2,31,1,1,346,43,108,-2,1.0,229
02M393,Business Of Sports School,2,31,4,4,1151,248,129,210,4.0,24
03M299,The Maxine Greene HS for Imaginative Inquiry,3,31,1,1,77,10,120,-2,1.0,229
03M402,The Urban Assembly School for Green Careers,3,31,1,1,494,39,120,45,1.0,229
03M403,The Global Learning Collaborative,3,31,1,1,754,90,108,-2,1.0,229
03M417,Frank McCourt High School,3,31,2,2,1253,345,120,170,2.0,37
03M860,Frederick Douglass Academy II Secondary School,3,31,1,1,309,55,95,105,1.0,229
04M372,Esperanza Preparatory Academy,4,31,1,1,322,114,106,120,1.0,229
05M148,Eagle Academy for Young Men of Harlem,5,31,1,1,257,46,120,88,1.0,229
05M304,Mott Hall High School,5,31,1,1,455,53,108,-2,1.0,229
06M346,Community Health Academy of the Heights,6,31,1,1,586,143,75,93,1.0,229
06M463,High School for Media and Communications,6,31,1,1,505,61,150,-2,1.0,229
07X625,Bronx Legacy High School,7,31,1,1,690,97,90,-2,1.0,229
07X670,Health Opportunities High School,7,31,1,1,477,47,75,-2,1.0,229
08X293,Renaissance High School for Musical Theater and the Arts,8,31,1,1,660,115,110,-2,1.0,229
08X312,Millennium Art Academy,8,31,1,1,625,136,112,117,1.0,229
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,31,1,1,308,82,84,104,1.0,229
09X327,Comprehensive Model School Project M.S. 327,9,31,1,1,706,224,90,103,1.0,229
09X505,"Bronx School for Law, Government and Justice",9,31,1,1,1132,259,120,154,1.0,229
10X438,Fordham Leadership Academy,10,31,1,1,2416,416,108,155,1.0,229
11X249,Bronx Health Sciences High School,11,31,1,1,1270,225,200,261,1.0,229
12X251,Explorations Academy H.S.,12,31,1,1,476,39,117,-2,1.0,229
12X271,East Bronx Academy for the Future,12,31,1,1,464,97,90,79,1.0,229
13K963,Design Works High School,13,31,1,1,607,86,81,-2,1.0,229
14K454,The Williamsburg High School of Art and Technology,14,31,1,1,893,129,116,120,1.0,229
14K561,Williamsburg Preparatory School,14,31,1,1,1131,226,180,236,1.0,229
15K464,Park Slope Collegiate,15,31,1,1,613,115,102,130,1.0,229
16K688,The Brooklyn Academy of Global Finance,16,31,1,1,469,56,108,-2,1.0,229
17K548,Brooklyn School for Music & Theatre,17,31,1,1,522,74,108,-2,1.0,229
17K751,Academy for Health Careers,17,31,3,3,715,72,108,-2,3.0,27
18K566,Brooklyn Community High School for Excellence and Equity,18,31,1,1,448,61,75,-2,1.0,229
19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,19,31,2,2,745,141,108,125,2.0,37
19K683,School for Classics High School,19,31,1,1,229,54,108,-2,1.0,229
24Q520,Middle College High School at LaGuardia Community College,24,31,2,2,1826,552,97,118,2.0,37
25Q285,World Journalism Preparatory: A College Board School,25,31,1,1,448,162,90,139,1.0,229
26Q495,Bayside High School,26,31,1,1,6914,2765,851,1041,1.0,229
27Q302,"Queens High School for Information, Research, and Technology",27,31,1,1,671,160,130,177,1.0,229
27Q400,August Martin High School,27,31,1,1,960,177,250,218,1.0,229
27Q475,Richmond Hill High School,27,31,1,1,1397,386,371,423,1.0,229
28Q328,High School for Community Leadership,28,31,1,1,671,160,150,231,1.0,229
29Q248,Queens Preparatory Academy,29,31,1,1,383,62,100,-2,1.0,229
29Q272,George Washington Carver High School for the Sciences,29,31,1,1,590,92,93,-2,1.0,229
30Q301,Academy for Careers in Television and Film,30,31,3,3,1410,330,151,200,3.0,27
31R080,The Michael J. Petrides School,31,31,90,90,724,274,128,188,90.0,7
32K168,The Brooklyn School for Math and Research,32,31,1,1,710,99,108,148,1.0,229
32K552,The Academy of Urban Planning and Engineering,32,31,1,1,737,128,113,-2,1.0,229
24Q600,Queens Technical High School,24,31,4,3,3942,1196,350,423,2.25,35
29Q313,Benjamin Franklin High School for Finance & Information Technology,29,31,4,3,735,122,108,-2,2.25,35
02M533,Union Square Academy for Health Sciences,2,31,3,2,834,154,163,143,1.3333333333333333,49
03M492,"High School for Law, Advocacy and Community Justice",3,31,3,2,920,170,220,-2,1.3333333333333333,49
04M495,Park East High School,4,31,3,2,2653,739,100,166,1.3333333333333333,49
06M468,High School for Health Careers and Sciences,6,31,3,2,822,121,268,-2,1.3333333333333333,49
13K483,The Urban Assembly School for Law and Justice,13,31,3,2,593,105,115,-2,1.3333333333333333,49
19K615,Transit Tech Career and Technical Education High School,19,31,3,2,1168,225,315,-2,1.3333333333333333,49
27Q323,Scholars' Academy,27,31,3,2,1065,580,154,186,1.3333333333333333,49
27Q480,John Adams High School,27,31,3,2,2490,480,636,644,1.3333333333333333,49
30Q450,Long Island City High School,30,31,3,2,1827,403,790,432,1.3333333333333333,49
30Q575,Academy of American Studies,30,31,3,2,2727,819,170,224,1.3333333333333333,49
03M859,Special Music School,3,31,5,3,482,165,50,64,1.8,44
24Q299,Bard High School Early College Queens,24,31,5,3,3866,2227,125,166,1.8,44
02M600,The High School of Fashion Industries,2,31,19,11,2046,720,475,395,6.368421052631579,17
25Q525,Townsend Harris High School,25,31,7,4,6780,4957,290,374,2.2857142857142856,33
01M696,Bard High School Early College,1,31,27,15,3946,2196,125,198,8.333333333333334,13
05M362,Columbia Secondary School,5,31,9,5,4258,1769,112,175,2.7777777777777777,29
31R455,Tottenville High School,31,31,3178,1597,3274,1627,1158,1357,802.5201384518565,1
01M292,Orchard Collegiate Academy,1,31,2,1,280,71,90,-2,0.5,77
02M303,"Facing History School, The",2,31,4,2,421,87,107,-2,1.0,62
02M399,The High School For Language And Diplomacy,2,31,2,1,385,36,134,-2,0.5,77
02M407,Institute for Collaborative Education,2,31,2,1,836,263,61,73,0.5,77
02M605,Humanities Preparatory Academy,2,31,4,2,861,101,75,-2,1.0,62
03M307,"Urban Assembly School for Media Studies, The",3,31,2,1,328,71,126,109,0.5,77
03M541,Manhattan / Hunter Science High School,3,31,28,14,5406,2689,108,176,7.0,15
06M211,Inwood Early College for Health and Information Technologies,6,31,2,1,745,156,111,-2,0.5,77
06M540,A. Philip Randolph Campus High School,6,31,2,1,2050,408,471,379,0.5,77
07X548,Careers in Sports High School,7,31,2,1,1056,226,125,202,0.5,77
07X600,Alfred E. Smith Career and Technical Education High School,7,31,2,1,1126,227,189,193,0.5,77
08X405,Herbert H. Lehman High School,8,31,2,1,2078,405,528,479,0.5,77
09X324,Bronx Early College Academy for Teaching & Learning,9,31,2,1,549,93,81,133,0.5,77
09X365,Academy for Language and Technology,9,31,2,1,773,224,92,89,0.5,77
09X413,Bronx High School for Medical Science,9,31,2,1,1104,178,90,170,0.5,77
10X213,Bronx Engineering and Technology Academy,10,31,2,1,754,115,142,-2,0.5,77
10X264,Bronx Academy for Software Engineering (BASE),10,31,2,1,1199,175,120,165,0.5,77
10X284,Bronx School of Law and Finance,10,31,2,1,558,58,130,-2,0.5,77
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,11,31,2,1,775,148,120,-2,0.5,77
11X544,High School for Contemporary Arts,11,31,2,1,607,55,240,-2,0.5,77
14K558,Williamsburg High School for Architecture and Design,14,31,6,3,1223,253,155,212,1.5,46
15K429,Digital Arts and Cinema Technology High School,15,31,2,1,579,105,90,94,0.5,77
15K497,The Boerum Hill School for International Studies,15,31,2,1,801,155,125,-2,0.5,77
17K122,Pathways in Technology Early College High School (P-Tech),17,31,2,1,712,114,150,-2,0.5,77
17K408,Academy of Hospitality and Tourism,17,31,2,1,571,89,118,-2,0.5,77
17K543,"Science, Technology and Research Early College High School at Erasmus",17,31,2,1,790,197,130,145,0.5,77
17K547,Brooklyn Academy of Science and the Environment,17,31,2,1,373,53,108,-2,0.5,77
17K600,Clara Barton High School,17,31,2,1,1276,355,434,-2,0.5,77
17K745,Brooklyn Institute for Liberal Arts,17,31,2,1,761,109,175,158,0.5,77
18K563,It Takes a Village Academy,18,31,2,1,353,23,135,-2,0.5,77
18K617,High School for Innovation in Advertising and Media,18,31,2,1,522,101,81,91,0.5,77
18K629,Cultural Academy for the Arts and Sciences,18,31,2,1,567,70,116,80,0.5,77
19K409,East New York Family Academy,19,31,2,1,416,159,125,147,0.5,77
20K609,Urban Assembly School for Leadership and Empowerment,20,31,2,1,278,74,100,132,0.5,77
21K337,International High School at Lafayette,21,31,2,1,327,76,90,35,0.5,77
21K559,Life Academy High School for Film and Music,21,31,2,1,145,21,81,49,0.5,77
22K611,Origins High School,22,31,2,1,296,126,128,211,0.5,77
23K493,Brooklyn Collegiate: A College Board School,23,31,2,1,727,113,120,-2,0.5,77
23K514,Frederick Douglass Academy VII High School,23,31,2,1,532,76,108,85,0.5,77
24Q236,International High School for Health Sciences,24,31,2,1,485,112,81,68,0.5,77
24Q264,Academy of Finance and Enterprise,24,31,4,2,2163,546,124,151,1.0,62
24Q585,Maspeth High School,24,31,2,1,5045,1953,270,348,0.5,77
25Q241,Queens High School for Language Studies,25,31,2,1,371,90,125,76,0.5,77
28Q620,Thomas A. Edison Career and Technical Education High School,28,31,2,1,6131,2355,473,583,0.5,77
28Q686,Queens Metropolitan High School,28,31,2,1,2321,931,279,279,0.5,77
29Q283,Preparatory Academy for Writers: A College Board School,29,31,2,1,177,47,90,69,0.5,77
30Q417,Gotham Tech High School,30,31,2,1,631,96,90,-2,0.5,77
32K403,Academy for Excellence in Leadership,32,31,2,1,653,76,108,-2,0.5,77
32K549,The Brooklyn School for Social Justice,32,31,2,1,425,47,120,-2,0.5,77
31R047,CSI High School for International Studies,31,31,1680,838,1755,879,127,182,418.002380952381,2
22K535,Leon M. Goldstein High School for the Sciences,22,31,62,30,3985,2007,258,429,14.516129032258064,10
01M539,"New Explorations into Science, Technology and Math High School",1,31,25,12,3743,2047,150,289,5.76,18
31R064,Gaynor McCown Expeditionary Learning School,31,31,761,358,777,364,146,171,168.41524310118265,6
02M439,Manhattan Village Academy,2,31,13,6,3002,860,100,201,2.769230769230769,30
02M376,NYC iSchool,2,31,11,5,2459,931,118,158,2.272727272727273,34
02M305,"Urban Assembly Academy of Government and Law, The",2,31,7,3,573,75,100,-2,1.2857142857142858,60
02M630,Art and Design High School,2,31,45,19,3594,1359,385,523,8.022222222222222,14
02M408,Professional Performing Arts High School,2,31,22,9,1255,378,128,180,3.6818181818181817,25
02M418,Millennium High School,2,31,81,33,5541,2290,176,286,13.444444444444445,11
02M551,Urban Assembly New York Harbor School,2,31,35,14,724,221,200,-2,5.6,20
03M415,Wadleigh Secondary School for the Performing & Visual Arts,3,31,5,2,826,130,128,-2,0.8,69
19K618,Academy of Innovative Technology,19,31,5,2,1048,183,115,169,0.8,69
21K468,Kingsborough Early College School,21,31,15,6,1229,429,110,122,2.4,32
02M282,Urban Assembly Maker Academy,2,31,13,5,1074,175,150,216,1.9230769230769231,43
31R460,Susan E. Wagner High School,31,31,2498,946,2611,968,660,631,358.25300240192155,3
02M411,Baruch College Campus High School,2,31,40,15,6773,2753,118,188,5.625,19
02M416,Eleanor Roosevelt High School,2,31,32,12,7699,3749,136,224,4.5,23
31R440,New Dorp High School,31,31,2679,979,2806,1011,668,887,357.7607316162747,4
31R450,Curtis High School,31,31,1846,668,1967,690,804,754,241.72481040086674,5
03M479,Beacon High School,3,31,36,13,7891,4442,360,493,4.694444444444445,22
01M458,Forsyth Satellite Academy,1,31,3,1,60,12,28,-2,0.3333333333333333,129
02M047,47 The American Sign Language and English Secondary School,2,31,3,1,318,55,69,-2,0.3333333333333333,129
02M437,Hudson High School of Learning Technologies,2,31,3,1,353,48,119,-2,0.3333333333333333,129
02M615,Chelsea Career and Technical Education High School,2,31,3,1,821,118,152,-2,0.3333333333333333,129
04M435,Manhattan Center for Science and Mathematics,4,31,12,4,5010,1993,440,709,1.3333333333333333,49
06M293,City College Academy of the Arts,6,31,3,1,1028,337,81,95,0.3333333333333333,129
07X522,Bronx Design and Construction Academy,7,31,3,1,677,112,140,91,0.3333333333333333,129
08X636,Virtual Innovators Academy,8,31,3,1,113,31,80,-2,0.3333333333333333,129
10X225,Theatre Arts Production Company School,10,31,3,1,633,88,170,-2,0.3333333333333333,129
10X437,Fordham High School for the Arts,10,31,3,1,1826,399,130,158,0.3333333333333333,129
11X275,High School of Computers and Technology,11,31,3,1,715,115,181,156,0.3333333333333333,129
11X418,Bronx High School for the Visual Arts,11,31,3,1,951,168,102,136,0.3333333333333333,129
12X641,Bard High School Early College Bronx,12,31,3,1,1391,613,100,106,0.3333333333333333,129
13K439,Brooklyn International High School,13,31,3,1,409,71,81,53,0.3333333333333333,129
13K594,Gotham Professional Arts Academy,13,31,3,1,364,61,81,-2,0.3333333333333333,129
14K071,Juan Morel Campos Secondary School,14,31,3,1,341,78,101,69,0.3333333333333333,129
14K477,East Williamsburg Scholars Academy,14,31,3,1,650,90,234,-2,0.3333333333333333,129
14K488,Brooklyn Preparatory High School,14,31,3,1,1061,174,153,-2,0.3333333333333333,129
16K765,Nelson Mandela High School,16,31,3,1,250,25,114,-2,0.3333333333333333,129
17K528,The High School for Global Citizenship,17,31,3,1,524,55,100,63,0.3333333333333333,129
17K539,High School for Service & Learning at Erasmus,17,31,3,1,296,35,108,98,0.3333333333333333,129
17K546,High School for Public Service: Heroes of Tomorrow,17,31,3,1,656,69,130,-2,0.3333333333333333,129
18K633,High School for Medical Professions,18,31,3,1,666,99,108,116,0.3333333333333333,129
19K507,Performing Arts and Technology High School,19,31,3,1,1103,157,125,163,0.3333333333333333,129
19K583,Multicultural High School,19,31,3,1,320,88,111,64,0.3333333333333333,129
19K639,Brooklyn Lab School,19,31,3,1,980,152,102,143,0.3333333333333333,129
23K644,Eagle Academy for Young Men II,23,31,3,1,554,179,92,139,0.3333333333333333,129
24Q530,International High School at LaGuardia Community College,24,31,6,2,1236,505,119,114,0.6666666666666666,73
25Q460,Flushing High School,25,31,3,1,1592,289,419,419,0.3333333333333333,129
26Q430,Francis Lewis High School,26,31,3,1,8708,3905,913,1030,0.3333333333333333,129
27Q308,Robert H. Goddard High School of Communication Arts and Technology,27,31,3,1,1222,468,140,181,0.3333333333333333,129
28Q440,Forest Hills High School,28,31,3,1,7184,2477,702,851,0.3333333333333333,129
29Q243,Institute for Health Professions at Cambria Heights,29,31,3,1,416,79,108,132,0.3333333333333333,129
29Q492,"Mathematics, Science Research and Technology Magnet High School",29,31,3,1,782,146,150,-2,0.3333333333333333,129
32K556,Bushwick Leaders High School for Academic Excellence,32,31,3,1,768,125,120,-2,0.3333333333333333,129
02M392,Manhattan Business Academy,2,31,10,3,1321,191,161,-2,0.9,66
02M545,High School for Dual Language and Asian Studies,2,31,10,3,769,299,108,150,0.9,66
24Q610,Aviation Career & Technical Education High School,24,31,10,3,4123,1548,530,723,0.9,66
31R600,Ralph R. McKee Career and Technical Education High School,31,31,601,179,620,198,316,180,53.31281198003328,9
02M534,Harvest Collegiate High School,2,31,7,2,1116,115,116,-2,0.5714285714285714,75
27Q650,"High School for Construction Trades, Engineering and Architecture",27,31,7,2,3028,1209,247,311,0.5714285714285714,75
15K684,Millennium Brooklyn HS,15,31,61,17,5385,2365,178,252,4.737704918032787,21
02M412,N.Y.C. Lab School for Collaborative Studies,2,31,18,5,3134,1067,109,161,1.3888888888888888,47
31R445,Port Richmond High School,31,31,1209,327,1267,334,564,435,88.44416873449131,8
02M294,Essex Street Academy,2,31,15,4,2478,562,90,125,1.0666666666666667,61
22K405,Midwood High School,22,31,103,26,11658,5495,910,1323,6.563106796116505,16
01M515,Lower East Side Preparatory High School,1,31,4,1,317,89,75,-2,0.25,165
02M280,Manhattan Early College School for Advertising,2,31,8,2,572,88,112,-2,0.5,77
02M313,"James Baldwin School, The: A School for Expeditionary Learning",2,31,4,1,71,14,25,-2,0.25,165
02M316,"Urban Assembly School of Business for Young Women, the",2,31,4,1,165,17,120,-2,0.25,165
02M400,High School for Environmental Studies,2,31,4,1,2558,395,344,385,0.25,165
02M432,Murray Hill Academy,2,31,4,1,558,76,90,-2,0.25,165
02M449,Vanguard High School,2,31,4,1,701,134,110,158,0.25,165
02M507,Urban Assembly Gateway School for Technology,2,31,8,2,1299,278,108,146,0.5,77
02M529,Jacqueline Kennedy Onassis High School,2,31,4,1,534,81,204,-2,0.25,165
03M291,West End Secondary School,3,31,4,1,1209,392,105,146,0.25,165
03M494,High School of Arts and Technology,3,31,4,1,1037,132,140,-2,0.25,165
05M670,Thurgood Marshall Academy for Learning and Social Change,5,31,4,1,340,71,108,-2,0.25,165
06M467,High School for Law and Public Service,6,31,4,1,643,95,167,84,0.25,165
11X288,Collegiate Institute for Math and Science,11,31,4,1,1764,317,133,200,0.25,165
13K350,Urban Assembly School of Music and Art,13,31,4,1,494,52,108,-2,0.25,165
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",13,31,4,1,909,111,258,143,0.25,165
13K605,George Westinghouse Career and Technical Education High School,13,31,4,1,1254,203,254,194,0.25,165
17K382,Academy for College Preparation and Career Exploration: A College Board School,17,31,4,1,837,124,108,-2,0.25,165
18K637,Academy for Conservation and the Environment,18,31,4,1,727,92,170,217,0.25,165
19K404,Academy for Young Writers,19,31,4,1,559,71,92,82,0.25,165
24Q550,High School for Arts and Business,24,31,4,1,2257,552,191,255,0.25,165
29Q327,Eagle Academy for Young Men III,29,31,4,1,324,112,120,-2,0.25,165
29Q498,"Health, Arts, Robotics, and Technology High School",29,31,4,1,1435,293,196,264,0.25,165
30Q367,Motion Picture Tech High School,30,31,4,1,538,133,200,-2,0.25,165
30Q445,William Cullen Bryant High School,30,31,4,1,1681,297,435,349,0.25,165
30Q501,Frank Sinatra School of the Arts High School,30,31,16,4,3557,1643,236,416,1.0,62
20K490,Fort Hamilton High School,20,31,197,47,4983,1995,883,903,11.213197969543147,12
02M260,The Clinton School,2,31,13,3,2837,1151,134,221,0.6923076923076923,72
02M374,Gramercy Arts High School,2,31,9,2,1038,129,204,78,0.4444444444444444,124
02M414,N.Y.C. Museum School,2,31,9,2,3022,865,150,254,0.4444444444444444,124
15K667,Sunset Park High School,15,31,9,2,989,260,354,-2,0.4444444444444444,124
16K498,Brooklyn High School for Law and Technology,16,31,9,2,1730,296,151,-2,0.4444444444444444,124
20K485,High School of Telecommunication Arts and Technology,20,31,63,14,2973,1210,310,363,3.111111111111111,26
02M298,Pace High School,2,31,14,3,1172,169,190,177,0.6428571428571429,74
13K265,Dr. Susan S. McKinney Secondary School of the Arts,13,31,10,2,362,54,82,-2,0.4,128
15K519,Cobble Hill School of American Studies,15,31,5,1,481,62,278,-2,0.2,188
21K344,Rachel Carson High School for Coastal Studies,21,31,5,1,469,162,160,200,0.2,188
25Q425,John Bowne High School,25,31,5,1,3116,720,783,809,0.2,188
27Q309,Academy of Medical Technology: A College Board School,27,31,5,1,626,120,105,109,0.2,188
31R028,The Eagle Academy for Young Men of Staten Island,31,31,86,15,94,26,81,-2,2.616279069767442,31
02M422,Quest to Learn,2,31,6,1,177,27,108,41,0.16666666666666666,194
02M520,Murry Bergtraum High School for Business Careers,2,31,6,1,222,38,240,-2,0.16666666666666666,194
02M531,Repertory Company High School for Theatre Arts,2,31,6,1,365,100,60,68,0.16666666666666666,194
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,31,6,1,427,75,100,-2,0.16666666666666666,194
10X237,"The Marie Curie High School for Medicine, Nursing, and Health Professions",10,31,6,1,334,46,135,-2,0.16666666666666666,194
13K412,Brooklyn Community Arts & Media High School (BCAM),13,31,6,1,702,113,142,-2,0.16666666666666666,194
13K670,Benjamin Banneker Academy,13,31,6,1,1912,451,225,318,0.16666666666666666,194
14K610,A-Tech High School,14,31,18,3,1273,264,224,243,0.5,77
15K462,John Jay School for Law,15,31,12,2,1012,184,125,-2,0.3333333333333333,129
17K537,High School for Youth and Community Development at Erasmus,17,31,6,1,488,82,140,-2,0.16666666666666666,194
17K590,Medgar Evers College Preparatory School,17,31,6,1,2078,676,220,237,0.16666666666666666,194
32K554,All City Leadership Secondary School,32,31,6,1,911,247,62,62,0.16666666666666666,194
01M448,University Neighborhood High School,1,31,13,2,2248,447,125,185,0.3076923076923077,163
02M308,Lower Manhattan Arts Academy,2,31,7,1,524,69,95,-2,0.14285714285714285,205
02M413,School of the Future High School,2,31,7,1,1741,485,108,152,0.14285714285714285,205
02M543,New Design High School,2,31,7,1,852,157,125,145,0.14285714285714285,205
04M555,Central Park East High School,4,31,7,1,4762,1538,125,215,0.14285714285714285,205
15K448,Brooklyn Collaborative Studies,15,31,7,1,693,99,90,110,0.14285714285714285,205
21K410,Abraham Lincoln High School,21,31,7,1,2225,539,741,604,0.14285714285714285,205
20K445,New Utrecht High School,20,31,73,10,4568,1443,630,730,1.36986301369863,48
02M519,Talent Unlimited High School,2,31,15,2,1599,468,152,213,0.26666666666666666,164
02M395,A School Without Walls,2,31,8,1,178,36,100,-2,0.125,211
02M425,Leadership and Public Service High School,2,31,8,1,387,36,145,52,0.125,211
13K595,Bedford Academy High School,13,31,8,1,2464,599,81,114,0.125,211
19K510,World Academy for Total Community Health High School,19,31,8,1,417,29,98,-2,0.125,211
19K660,W. H. Maxwell Career and Technical Education High School,19,31,8,1,991,185,305,164,0.125,211
21K572,Leaders High School,21,31,8,1,462,119,110,141,0.125,211
21K690,Brooklyn Studio Secondary School,21,31,8,1,844,281,102,133,0.125,211
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",24,31,50,6,1368,247,120,161,0.72,71
02M546,Academy for Software Engineering,2,31,21,2,1992,388,125,201,0.19047619047619047,192
02M489,High School of Economics and Finance,2,31,22,2,1374,223,230,-2,0.18181818181818182,193
02M420,High School for Health Professions and Human Services,2,31,12,1,2991,776,477,590,0.08333333333333333,218
15K656,Brooklyn High School of the Arts,15,31,24,2,2104,574,254,272,0.16666666666666666,194
20K505,Franklin Delano Roosevelt High School,20,31,12,1,3723,924,710,852,0.08333333333333333,218
21K620,William E. Grady Career and Technical Education High School,21,31,12,1,970,205,305,214,0.08333333333333333,218
14K478,"The High School for Enterprise, Business and Technology",14,31,13,1,1197,144,249,130,0.07692307692307693,221
22K425,James Madison High School,22,31,13,1,6968,2801,837,940,0.07692307692307693,221
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",13,31,14,1,1239,274,108,160,0.07142857142857142,223
21K348,High School of Sports Management,21,31,15,1,386,75,176,-2,0.06666666666666667,224
02M580,Richard R. Green High School of Teaching,2,31,16,1,1291,154,160,-2,0.0625,225
22K555,Brooklyn College Academy,22,31,16,1,2698,911,170,228,0.0625,225
21K525,Edward R. Murrow High School,21,31,18,1,6293,2283,933,1196,0.05555555555555555,227
21K540,John Dewey High School,21,31,23,1,2573,622,553,577,0.043478260869565216,228
01M292,Orchard Collegiate Academy,1,32,1,1,280,71,90,-2,1.0,258
02M303,"Facing History School, The",2,32,1,1,421,87,107,-2,1.0,258
02M394,Emma Lazarus High School,2,32,1,1,134,19,60,-1,1.0,258
02M422,Quest to Learn,2,32,1,1,177,27,108,41,1.0,258
02M500,Unity Center for Urban Technologies,2,32,1,1,274,48,95,136,1.0,258
02M531,Repertory Company High School for Theatre Arts,2,32,1,1,365,100,60,68,1.0,258
03M291,West End Secondary School,3,32,2,2,1209,392,105,146,2.0,50
03M403,The Global Learning Collaborative,3,32,1,1,754,90,108,-2,1.0,258
03M492,"High School for Law, Advocacy and Community Justice",3,32,3,3,920,170,220,-2,3.0,37
03M610,Young Women's Leadership School,3,32,1,1,370,113,81,-2,1.0,258
03M860,Frederick Douglass Academy II Secondary School,3,32,1,1,309,55,95,105,1.0,258
04M372,Esperanza Preparatory Academy,4,32,1,1,322,114,106,120,1.0,258
04M680,"Heritage School, The",4,32,1,1,482,60,80,-2,1.0,258
05M304,Mott Hall High School,5,32,1,1,455,53,108,-2,1.0,258
05M369,Urban Assembly School for the Performing Arts,5,32,1,1,372,52,108,-2,1.0,258
05M499,Frederick Douglass Academy,5,32,1,1,903,195,325,214,1.0,258
07X223,The Laboratory School of Finance and Technology: X223,7,32,1,1,980,230,89,93,1.0,258
07X427,Community School for Social Justice,7,32,2,2,229,33,81,-2,2.0,50
07X670,Health Opportunities High School,7,32,1,1,477,47,75,-2,1.0,258
